distance,time_stamp,destination,source,price,surge_multiplier,name,id
0.55,2018-11-26 12:05:10.676-07,South Station,Theatre District,,1.00,Taxi,159243
2.62,2018-11-26 17:14:29.304-07,Boston University,Theatre District,11.50,1.00,UberX,160270
2.62,2018-11-26 17:14:29.304-07,Boston University,Theatre District,11.00,1.00,UberPool,160271
2.62,2018-11-26 17:14:29.304-07,Boston University,Theatre District,19.50,1.00,UberXL,160272
2.62,2018-11-26 17:14:29.304-07,Boston University,Theatre District,,1.00,Taxi,160273
2.62,2018-11-26 17:14:29.304-07,Boston University,Theatre District,35.00,1.00,Black SUV,160274
4.73,2018-11-26 14:38:10.131-07,Northeastern University,Financial District,44.00,1.00,Black SUV,160085
1.16,2018-11-26 20:18:22.574-07,Theatre District,Haymarket Square,9.00,1.00,UberX,160138
1.16,2018-11-26 20:18:22.574-07,Theatre District,Haymarket Square,9.00,1.00,WAV,160139
0.55,2018-11-26 12:05:10.676-07,South Station,Theatre District,7.00,1.00,UberX,159244
0.55,2018-11-26 12:05:10.676-07,South Station,Theatre District,27.00,1.00,Black SUV,159245
0.55,2018-11-26 12:05:10.676-07,South Station,Theatre District,10.50,1.00,UberXL,159246
2.58,2018-11-26 16:39:14.395-07,Beacon Hill,South Station,,1.00,Taxi,160531
3.05,2018-11-26 16:39:14.395-07,Fenway,North Station,,1.00,Taxi,160532
3.05,2018-11-26 16:39:14.395-07,Fenway,North Station,10.50,1.00,UberX,160533
1.22,2018-11-26 16:39:14.395-07,Northeastern University,Back Bay,14.50,1.00,Black,160534
2.58,2018-11-26 16:39:14.395-07,Beacon Hill,South Station,9.50,1.00,WAV,160535
1.22,2018-11-26 16:39:14.395-07,Northeastern University,Back Bay,7.00,1.00,WAV,160536
3.05,2018-11-26 16:39:14.395-07,Fenway,North Station,10.00,1.00,UberPool,160537
1.22,2018-11-26 16:39:14.395-07,Northeastern University,Back Bay,10.50,1.00,UberXL,160538
2.58,2018-11-26 16:39:14.395-07,Beacon Hill,South Station,30.50,1.00,Black SUV,160539
1.22,2018-11-26 16:39:14.395-07,Northeastern University,Back Bay,7.00,1.00,UberPool,160540
1.22,2018-11-26 16:39:14.395-07,Northeastern University,Back Bay,,1.00,Taxi,160541
2.04,2018-11-26 10:26:09.815-07,Back Bay,Haymarket Square,9.50,1.00,WAV,160628
2.98,2018-11-26 14:44:09.746-07,Theatre District,Boston University,10.50,1.00,WAV,160428
1.04,2018-11-26 23:00:23.462-07,Financial District,North End,16.00,1.00,Black,160437
1.04,2018-11-26 23:00:23.462-07,Financial District,North End,12.00,1.00,UberXL,160438
1.04,2018-11-26 23:00:23.462-07,Financial District,North End,8.00,1.00,UberPool,160439
1.04,2018-11-26 23:00:23.462-07,Financial District,North End,8.00,1.00,WAV,160440
1.04,2018-11-26 23:00:23.462-07,Financial District,North End,26.00,1.00,Black SUV,160441
2.2,2018-11-26 23:00:23.462-07,Haymarket Square,Back Bay,9.50,1.00,UberX,160442
0.94,2018-11-26 18:57:22.044-07,Haymarket Square,West End,7.00,1.00,UberX,160449
0.94,2018-11-26 18:57:22.044-07,Haymarket Square,West End,,1.00,Taxi,160450
0.94,2018-11-26 18:57:22.044-07,Haymarket Square,West End,7.00,1.00,WAV,160451
0.94,2018-11-26 18:57:22.044-07,Haymarket Square,West End,10.50,1.00,UberXL,160452
2.66,2018-11-26 04:14:10.056-07,Theatre District,Fenway,,1.00,Taxi,160465
2.66,2018-11-26 04:14:10.056-07,Theatre District,Fenway,15.00,1.00,UberXL,160466
2.66,2018-11-26 04:14:10.056-07,Theatre District,Fenway,30.50,1.00,Black SUV,160467
2.66,2018-11-26 04:14:10.056-07,Theatre District,Fenway,9.50,1.00,UberX,160468
2.61,2018-11-26 18:30:22.3-07,Beacon Hill,Northeastern University,19.00,1.00,Black,160667
2.61,2018-11-26 18:30:22.3-07,Beacon Hill,Northeastern University,9.00,1.00,UberPool,160668
2.61,2018-11-26 18:30:22.3-07,Beacon Hill,Northeastern University,,1.00,Taxi,160669
2.61,2018-11-26 18:30:22.3-07,Beacon Hill,Northeastern University,11.00,1.00,WAV,160670
2.61,2018-11-26 18:30:22.3-07,Beacon Hill,Northeastern University,11.00,1.00,UberX,160671
1.97,2018-11-25 21:55:44.021-07,Northeastern University,Beacon Hill,25.00,1.00,Black SUV,160882
1.97,2018-11-25 21:55:44.021-07,Northeastern University,Beacon Hill,14.00,1.00,UberXL,160883
1.97,2018-11-25 21:55:44.021-07,Northeastern University,Beacon Hill,8.50,1.00,UberX,160884
1.61,2018-11-26 12:05:10.676-07,Haymarket Square,Theatre District,7.50,1.00,UberPool,159247
1.61,2018-11-26 12:05:10.676-07,Haymarket Square,Theatre District,9.50,1.00,UberX,159248
1.64,2018-11-26 18:48:23.465-07,Back Bay,Northeastern University,16.00,1.00,Black,161049
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,14.00,1.00,WAV,161144
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,43.50,1.00,Black SUV,161145
3.45,2018-11-26 12:41:10.318-07,South Station,Back Bay,33.50,1.00,Black SUV,161153
3.45,2018-11-26 12:41:10.318-07,South Station,Back Bay,21.50,1.00,UberXL,161154
3.45,2018-11-26 12:41:10.318-07,South Station,Back Bay,,1.00,Taxi,161155
1.11,2018-11-26 22:18:23.643-07,West End,North End,,1.00,Taxi,160803
1.11,2018-11-26 22:18:23.643-07,West End,North End,13.50,1.00,UberXL,160804
1.11,2018-11-26 22:18:23.643-07,West End,North End,8.50,1.00,UberX,160805
1.11,2018-11-26 22:18:23.643-07,West End,North End,6.00,1.00,UberPool,160806
1.11,2018-11-26 22:18:23.643-07,West End,North End,8.50,1.00,WAV,160807
0.91,2018-11-26 20:45:22.471-07,Beacon Hill,Haymarket Square,10.50,1.00,UberXL,161319
0.91,2018-11-26 20:45:22.471-07,Beacon Hill,Haymarket Square,7.00,1.00,UberX,161320
0.91,2018-11-26 20:45:22.471-07,Beacon Hill,Haymarket Square,15.00,1.00,Black,161321
0.39,2018-11-26 07:56:09.82-07,South Station,Financial District,8.50,1.00,UberXL,161327
0.39,2018-11-26 07:56:09.82-07,South Station,Financial District,16.00,1.00,Black,161328
0.39,2018-11-26 07:56:09.82-07,South Station,Financial District,,1.00,Taxi,161329
0.39,2018-11-26 07:56:09.82-07,South Station,Financial District,7.00,1.00,WAV,161330
2.84,2018-11-26 07:56:09.82-07,Fenway,West End,32.50,1.00,Black SUV,161331
2.84,2018-11-26 07:56:09.82-07,Fenway,West End,22.50,1.00,Black,161332
3.22,2018-11-26 15:32:29.268-07,North Station,Northeastern University,9.00,1.00,UberPool,161344
1.21,2018-11-26 18:51:21.826-07,North End,Financial District,15.50,1.00,Black,161421
1.21,2018-11-26 18:51:21.826-07,North End,Financial District,,1.00,Taxi,161422
1.21,2018-11-26 18:51:21.826-07,North End,Financial District,27.00,1.00,Black SUV,161423
1.21,2018-11-26 18:51:21.826-07,North End,Financial District,7.50,1.00,WAV,161424
1.21,2018-11-26 18:51:21.826-07,North End,Financial District,7.50,1.00,UberPool,161425
1.64,2018-11-26 18:51:21.826-07,Back Bay,Northeastern University,8.50,1.00,UberX,161426
2.46,2018-11-26 11:50:09.728-07,Beacon Hill,Fenway,21.50,1.00,Black,161447
2.46,2018-11-26 11:50:09.728-07,Beacon Hill,Fenway,8.50,1.00,UberX,161448
2.46,2018-11-26 11:50:09.728-07,Beacon Hill,Fenway,14.00,1.00,UberXL,161449
2.46,2018-11-26 11:50:09.728-07,Beacon Hill,Fenway,,1.00,Taxi,161450
2.46,2018-11-26 16:36:14.441-07,Beacon Hill,Fenway,9.00,1.00,UberPool,161451
2.46,2018-11-26 16:36:14.441-07,Beacon Hill,Fenway,8.50,1.00,WAV,161452
2.46,2018-11-26 16:36:14.441-07,Beacon Hill,Fenway,29.00,1.00,Black SUV,161453
3.12,2018-11-26 16:36:14.441-07,North Station,Boston University,,1.00,Taxi,161454
0.54,2018-11-26 12:05:09.907-07,Financial District,South Station,10.00,1.00,UberXL,161234
0.54,2018-11-26 12:05:09.907-07,Financial District,South Station,,1.00,Taxi,161235
0.54,2018-11-26 12:05:09.907-07,Financial District,South Station,4.50,1.00,UberPool,161236
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,7.50,1.00,UberX,161481
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,,1.00,Taxi,161482
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,7.50,1.00,WAV,161483
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,13.00,1.00,UberXL,161484
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,26.50,1.00,Black SUV,161485
1.57,2018-11-26 08:44:09.695-07,North End,Theatre District,17.50,1.00,Black,161486
1.41,2018-11-26 22:27:22.091-07,Theatre District,North End,17.00,1.00,Black,161494
1.41,2018-11-26 22:27:22.091-07,Theatre District,North End,8.00,1.00,UberPool,161495
3.07,2018-11-26 22:27:22.091-07,North Station,Fenway,33.00,1.00,Black SUV,161496
3.07,2018-11-26 22:27:22.091-07,North Station,Fenway,,1.00,Taxi,161497
3.07,2018-11-26 22:27:22.091-07,North Station,Fenway,17.00,1.00,UberXL,161498
3.07,2018-11-26 22:27:22.091-07,North Station,Fenway,9.00,1.00,UberPool,161499
2.79,2018-11-26 19:06:23.345-07,Beacon Hill,Boston University,,1.00,Taxi,161539
2.79,2018-11-26 19:06:23.345-07,Beacon Hill,Boston University,9.50,1.00,WAV,161540
1.23,2018-11-26 20:18:22.07-07,North End,West End,,1.00,Taxi,161573
1.23,2018-11-26 20:18:22.07-07,North End,West End,26.00,1.00,Black SUV,161574
1.23,2018-11-26 20:18:22.07-07,North End,West End,8.50,1.00,UberX,161575
1.34,2018-11-26 20:18:22.07-07,Fenway,Back Bay,,1.00,Taxi,161576
1.34,2018-11-26 20:18:22.07-07,Fenway,Back Bay,11.00,1.00,UberXL,161577
1.34,2018-11-26 20:18:22.07-07,Fenway,Back Bay,6.50,1.00,UberPool,161578
1.28,2018-11-26 02:29:13.031-07,Beacon Hill,Boston University,,1.00,Taxi,161630
1.28,2018-11-26 02:29:13.031-07,Beacon Hill,Boston University,7.00,1.00,UberX,161631
0.55,2018-11-26 10:26:11.151-07,South Station,Theatre District,7.00,1.00,WAV,161647
0.55,2018-11-26 10:26:11.151-07,South Station,Theatre District,7.00,1.00,UberPool,161648
3.07,2018-11-26 20:15:23.613-07,North Station,Fenway,10.50,1.00,UberX,161749
3.07,2018-11-26 20:15:23.613-07,North Station,Fenway,7.50,1.00,UberPool,161750
3.07,2018-11-26 20:15:23.613-07,North Station,Fenway,31.50,1.00,Black SUV,161751
0.63,2018-11-26 19:12:23.786-07,Financial District,South Station,,1.00,Taxi,161788
0.63,2018-11-26 19:12:23.786-07,Financial District,South Station,15.50,1.00,Black,161789
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,8.00,1.00,UberX,161846
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,25.00,1.00,Black SUV,161847
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,6.50,1.00,UberPool,161848
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,15.00,1.00,Black,161849
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,,1.00,Taxi,161850
1.64,2018-11-26 02:59:09.606-07,Back Bay,Northeastern University,8.00,1.00,WAV,161851
1.21,2018-11-26 06:41:10.389-07,North End,Financial District,,1.00,Taxi,161895
1.21,2018-11-26 06:41:10.389-07,North End,Financial District,8.00,1.00,UberX,161896
4.55,2018-11-26 19:27:23.536-07,Financial District,Northeastern University,19.50,1.00,UberXL,162030
4.55,2018-11-26 19:27:23.536-07,Financial District,Northeastern University,11.50,1.00,WAV,162031
4.55,2018-11-26 19:27:23.536-07,Financial District,Northeastern University,38.00,1.00,Black SUV,162032
4.55,2018-11-26 19:27:23.536-07,Financial District,Northeastern University,11.00,1.00,UberPool,162033
2.66,2018-11-26 03:32:10.396-07,Theatre District,Fenway,,1.00,Taxi,162039
2.66,2018-11-26 03:32:10.396-07,Theatre District,Fenway,32.00,1.00,Black SUV,162040
2.66,2018-11-26 03:32:10.396-07,Theatre District,Fenway,11.50,1.00,WAV,162041
1.92,2018-11-26 20:39:23.421-07,Northeastern University,Beacon Hill,13.00,1.00,UberXL,162048
1.92,2018-11-26 20:39:23.421-07,Northeastern University,Beacon Hill,19.50,1.00,Black,162049
2.46,2018-11-26 20:39:23.421-07,Beacon Hill,Fenway,,1.00,Taxi,162050
2.46,2018-11-26 20:39:23.421-07,Beacon Hill,Fenway,20.50,1.00,Black,162051
2.46,2018-11-26 20:39:23.421-07,Beacon Hill,Fenway,10.50,1.00,WAV,162052
2.62,2018-11-26 20:39:23.421-07,Boston University,Theatre District,28.50,1.00,Black SUV,162053
2.62,2018-11-26 15:56:09.815-07,Boston University,Theatre District,9.50,1.00,UberX,161931
2.62,2018-11-26 15:56:09.815-07,Boston University,Theatre District,15.00,1.00,UberXL,161932
1.62,2018-11-26 15:56:09.815-07,Back Bay,Northeastern University,14.00,1.00,Black,161933
1.62,2018-11-26 15:56:09.815-07,Back Bay,Northeastern University,7.50,1.00,UberX,161934
1.46,2018-11-26 18:27:26.503-07,Beacon Hill,North End,9.50,1.00,UberX,162079
1.46,2018-11-26 18:27:26.503-07,Beacon Hill,North End,9.50,1.00,WAV,162080
1.64,2018-11-26 18:48:23.465-07,Back Bay,Northeastern University,11.50,1.00,UberX,161050
4.48,2018-11-25 23:15:17.128-07,Fenway,Financial District,22.00,1.00,UberXL,162105
3.08,2018-11-26 18:09:23.649-07,Northeastern University,West End,26.00,1.00,Black,161084
2.17,2018-11-26 20:15:22.553-07,South Station,North Station,9.00,1.00,WAV,162134
2.17,2018-11-26 20:15:22.553-07,South Station,North Station,28.50,1.00,Black SUV,162135
2.17,2018-11-26 20:15:22.553-07,South Station,North Station,15.00,1.00,UberXL,162136
2.48,2018-11-26 22:48:22.741-07,South Station,Beacon Hill,29.50,1.00,Black SUV,162319
0.55,2018-11-26 22:48:22.741-07,South Station,Theatre District,15.00,1.00,Black,162320
0.55,2018-11-26 22:48:22.741-07,South Station,Theatre District,27.50,1.00,Black SUV,162321
0.55,2018-11-26 22:48:22.741-07,South Station,Theatre District,,1.00,Taxi,162322
0.55,2018-11-26 22:48:22.741-07,South Station,Theatre District,7.00,1.00,WAV,162323
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,38.00,1.00,Black SUV,162335
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,13.50,1.00,UberPool,162336
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,,1.00,Taxi,162337
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,19.50,1.00,UberXL,162338
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,26.00,1.00,Black,162339
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,13.50,1.00,UberX,162340
2.84,2018-11-26 05:41:09.584-07,North End,Back Bay,13.50,1.00,WAV,162341
1.46,2018-11-26 22:33:22.507-07,Beacon Hill,North End,15.00,1.00,Black,162342
1.46,2018-11-26 22:33:22.507-07,Beacon Hill,North End,9.00,1.00,UberPool,162343
1.46,2018-11-26 22:33:22.507-07,Beacon Hill,North End,27.50,1.00,Black SUV,162344
1.46,2018-11-26 22:33:22.507-07,Beacon Hill,North End,,1.00,Taxi,162345
1.46,2018-11-26 22:33:22.507-07,Beacon Hill,North End,9.50,1.00,WAV,162346
1.5,2018-11-26 12:53:09.451-07,Back Bay,Fenway,25.00,1.00,Black SUV,162402
1.5,2018-11-26 12:53:09.451-07,Back Bay,Fenway,7.50,1.00,WAV,162403
1.5,2018-11-26 12:53:09.451-07,Back Bay,Fenway,12.50,1.00,UberXL,162404
1.71,2018-11-25 23:25:01.732-07,West End,South Station,8.50,1.00,WAV,162312
3.08,2018-11-26 18:09:23.649-07,Northeastern University,West End,,1.00,Taxi,161085
1.9,2018-11-26 12:53:09.451-07,Beacon Hill,North End,20.50,1.00,Black,162405
1.9,2018-11-26 12:53:09.451-07,Beacon Hill,North End,28.50,1.00,Black SUV,162406
1.9,2018-11-26 12:53:09.451-07,Beacon Hill,North End,9.50,1.00,UberX,162407
4.48,2018-11-26 18:09:23.649-07,Fenway,Financial District,20.50,1.00,UberXL,161086
4.48,2018-11-26 18:09:23.649-07,Fenway,Financial District,12.50,1.00,WAV,161087
4.48,2018-11-26 18:09:23.649-07,Fenway,Financial District,12.50,1.00,UberX,161088
3.16,2018-11-26 19:24:22.151-07,North Station,Northeastern University,35.00,1.00,Black SUV,161107
3.16,2018-11-26 19:24:22.151-07,North Station,Northeastern University,,1.00,Taxi,161108
3.16,2018-11-26 19:24:22.151-07,North Station,Northeastern University,11.50,1.00,WAV,161109
3.16,2018-11-26 19:24:22.151-07,North Station,Northeastern University,18.50,1.00,UberXL,161110
1.8,2018-11-26 19:24:22.151-07,Northeastern University,Theatre District,8.50,1.00,UberX,161111
1.92,2018-11-26 22:57:22.383-07,Northeastern University,Beacon Hill,10.50,1.00,UberX,162569
1.34,2018-11-26 22:57:22.383-07,Fenway,Back Bay,7.50,1.00,UberX,162570
1.34,2018-11-26 22:57:22.383-07,Fenway,Back Bay,23.00,1.00,Black SUV,162571
1.34,2018-11-26 22:57:22.383-07,Fenway,Back Bay,12.00,1.00,UberXL,162572
1.34,2018-11-26 22:57:22.383-07,Fenway,Back Bay,7.50,1.00,WAV,162573
1.34,2018-11-26 00:26:19.577-07,Fenway,Back Bay,15.50,1.00,Black,162574
1.34,2018-11-26 00:26:19.577-07,Fenway,Back Bay,7.50,1.00,UberPool,162575
1.34,2018-11-26 00:26:19.577-07,Fenway,Back Bay,,1.00,Taxi,162576
2.86,2018-11-26 00:26:19.577-07,West End,Northeastern University,9.50,1.00,WAV,162577
4.55,2018-11-26 21:45:22.403-07,Financial District,Northeastern University,12.50,1.00,WAV,162636
4.55,2018-11-26 21:45:22.403-07,Financial District,Northeastern University,,1.00,Taxi,162637
4.55,2018-11-26 21:45:22.403-07,Financial District,Northeastern University,27.00,1.00,Black,162638
4.55,2018-11-26 21:45:22.403-07,Financial District,Northeastern University,23.50,1.00,UberXL,162639
1.57,2018-11-26 22:03:22.018-07,North End,Theatre District,14.50,1.00,UberXL,162651
1.57,2018-11-26 22:03:22.018-07,North End,Theatre District,9.00,1.00,WAV,162652
1.57,2018-11-26 22:03:22.018-07,North End,Theatre District,28.00,1.00,Black SUV,162653
2.38,2018-11-26 18:00:21.46-07,North Station,South Station,8.50,1.00,WAV,162852
2.38,2018-11-26 18:00:21.46-07,North Station,South Station,8.50,1.00,UberX,162853
2.38,2018-11-26 18:00:21.46-07,North Station,South Station,,1.00,Taxi,162854
2.38,2018-11-26 18:00:21.46-07,North Station,South Station,19.50,1.00,Black,162855
0.68,2018-11-26 19:09:22.406-07,West End,Haymarket Square,7.50,1.00,WAV,162856
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,26.00,1.00,Black SUV,162775
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,18.50,1.00,UberXL,162776
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,11.00,1.00,UberPool,162777
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,14.00,1.00,WAV,162778
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,,1.00,Taxi,162779
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,14.00,1.00,UberX,162780
0.61,2018-11-26 09:50:09.878-07,West End,Haymarket Square,16.00,1.00,Black,162781
1.8,2018-11-26 19:24:22.151-07,Northeastern University,Theatre District,,1.00,Taxi,161112
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,34.00,1.00,Black,161140
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,10.00,1.00,UberPool,161141
2.84,2018-11-26 15:08:09.759-07,Fenway,West End,13.00,1.00,WAV,162950
2.84,2018-11-26 15:08:09.759-07,Fenway,West End,24.00,1.00,Black,162951
4.48,2018-11-26 17:48:22.229-07,Fenway,Financial District,13.00,1.00,UberX,162956
2.3,2018-11-25 23:15:15.738-07,Back Bay,Haymarket Square,9.50,1.00,WAV,162970
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,,1.00,Taxi,161142
2.5,2018-11-25 20:40:47.739-07,Beacon Hill,South Station,14.00,1.00,UberXL,163065
2.5,2018-11-25 20:40:47.739-07,Beacon Hill,South Station,10.50,1.00,UberX,163066
2.5,2018-11-25 20:40:47.739-07,Beacon Hill,South Station,10.50,1.00,WAV,163067
4.48,2018-11-26 16:51:14.176-07,Fenway,Financial District,22.50,1.00,UberXL,161143
1.28,2018-11-26 23:09:22.094-07,Theatre District,South Station,27.00,1.00,Black SUV,163344
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,7.00,1.00,WAV,163179
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,,1.00,Taxi,163180
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,7.00,1.00,UberX,163181
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,16.00,1.00,Black,163182
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,27.00,1.00,Black SUV,163183
0.91,2018-11-26 10:05:09.736-07,Back Bay,Northeastern University,5.50,1.00,UberPool,163184
0.72,2018-11-26 04:47:09.718-07,Haymarket Square,West End,,1.00,Taxi,163233
0.72,2018-11-26 04:47:09.718-07,Haymarket Square,West End,7.50,1.00,UberX,163234
0.72,2018-11-26 04:47:09.718-07,Haymarket Square,West End,8.00,1.00,UberPool,163235
0.72,2018-11-26 04:47:09.718-07,Haymarket Square,West End,7.50,1.00,WAV,163236
0.72,2018-11-26 04:47:09.718-07,Haymarket Square,West End,12.00,1.00,UberXL,163237
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,25.00,1.00,Black,163238
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,11.50,1.00,WAV,163239
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,,1.00,Taxi,163240
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,11.50,1.00,UberX,163241
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,18.50,1.00,UberXL,163242
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,10.50,1.00,UberPool,163243
2.84,2018-11-26 04:47:09.718-07,Back Bay,North End,36.50,1.00,Black SUV,163244
1.35,2018-11-26 04:47:09.718-07,North End,Beacon Hill,13.00,1.00,UberXL,163245
1.35,2018-11-26 04:47:09.718-07,North End,Beacon Hill,7.50,1.00,UberX,163246
1.35,2018-11-26 04:47:09.718-07,North End,Beacon Hill,7.50,1.00,UberPool,163247
1.35,2018-11-26 04:47:09.718-07,North End,Beacon Hill,26.00,1.00,Black SUV,163248
1.91,2018-11-26 17:03:14.261-07,Theatre District,Northeastern University,17.00,1.00,Black,163292
1.91,2018-11-26 17:03:14.261-07,Theatre District,Northeastern University,7.00,1.00,UberPool,163293
2.56,2018-11-26 17:03:14.261-07,Northeastern University,Beacon Hill,22.00,1.00,Black,163294
2.61,2018-11-26 18:17:21.426-07,Beacon Hill,Northeastern University,,1.00,Taxi,163141
2.61,2018-11-26 18:17:21.426-07,Beacon Hill,Northeastern University,11.00,1.00,UberX,163142
2.98,2018-11-26 22:30:23.503-07,Theatre District,Boston University,23.00,1.00,Black,163148
2.98,2018-11-26 22:30:23.503-07,Theatre District,Boston University,9.00,1.00,UberPool,163149
2.98,2018-11-26 22:30:23.503-07,Theatre District,Boston University,32.50,1.00,Black SUV,163150
2.98,2018-11-26 22:30:23.503-07,Theatre District,Boston University,,1.00,Taxi,163151
2.98,2018-11-26 22:30:23.503-07,Theatre District,Boston University,17.50,1.00,UberXL,163152
2.79,2018-11-26 16:45:14.439-07,Beacon Hill,Boston University,24.00,1.00,Black,163496
2.79,2018-11-26 16:45:14.439-07,Beacon Hill,Boston University,9.50,1.00,UberX,163497
2.79,2018-11-26 16:45:14.439-07,Beacon Hill,Boston University,9.50,1.00,WAV,163498
2.79,2018-11-26 16:45:14.439-07,Beacon Hill,Boston University,32.50,1.00,Black SUV,163499
1.44,2018-11-26 02:26:10.163-07,Boston University,Back Bay,17.50,1.00,Black,163506
1.44,2018-11-26 02:26:10.163-07,Boston University,Back Bay,8.00,1.00,UberX,163507
1.44,2018-11-26 02:26:10.163-07,Boston University,Back Bay,8.00,1.00,WAV,163508
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,16.00,1.00,UberXL,163509
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,21.50,1.00,Black,163510
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,28.50,1.00,Black SUV,163511
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,10.50,1.00,UberX,163512
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,10.50,1.00,WAV,163513
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,,1.00,Taxi,163514
2.66,2018-11-26 02:26:10.163-07,Fenway,Theatre District,9.50,1.00,UberPool,163515
1.34,2018-11-26 15:41:43.122-07,Fenway,Back Bay,15.00,1.00,Black,163563
1.34,2018-11-26 15:41:43.122-07,Fenway,Back Bay,8.00,1.00,UberX,163564
1.16,2018-11-26 02:05:12.114-07,West End,North End,8.50,1.00,UberX,163600
1.16,2018-11-26 02:05:12.114-07,West End,North End,16.00,1.00,Black,163601
1.16,2018-11-26 02:05:12.114-07,West End,North End,8.50,1.00,WAV,163602
1.16,2018-11-26 02:05:12.114-07,West End,North End,12.00,1.00,UberXL,163603
1.16,2018-11-26 02:05:12.114-07,West End,North End,26.00,1.00,Black SUV,163604
1.16,2018-11-26 02:05:12.114-07,West End,North End,,1.00,Taxi,163605
1.3,2018-11-26 17:15:14.331-07,Theatre District,South Station,17.00,1.00,Black,163660
1.97,2018-11-26 17:15:14.331-07,Northeastern University,Beacon Hill,9.00,1.00,UberX,163661
1.97,2018-11-26 17:15:14.331-07,Northeastern University,Beacon Hill,,1.00,Taxi,163662
1.97,2018-11-26 17:15:14.331-07,Northeastern University,Beacon Hill,26.00,1.00,Black SUV,163663
1.79,2018-11-26 22:54:21.957-07,Back Bay,Haymarket Square,8.50,1.00,UberX,163837
2.66,2018-11-26 03:08:10.222-07,Fenway,Theatre District,21.50,1.00,Black,163760
2.66,2018-11-26 03:08:10.222-07,Fenway,Theatre District,10.50,1.00,UberX,163761
2.66,2018-11-26 03:08:10.222-07,Fenway,Theatre District,,1.00,Taxi,163762
2.66,2018-11-26 03:08:10.222-07,Fenway,Theatre District,16.50,1.00,UberXL,163763
2.66,2018-11-26 03:08:10.222-07,Fenway,Theatre District,28.50,1.00,Black SUV,163764
2.5,2018-11-26 10:32:09.996-07,Beacon Hill,South Station,17.00,1.00,UberXL,163806
2.5,2018-11-26 10:32:09.996-07,Beacon Hill,South Station,9.00,1.00,UberPool,163807
2.5,2018-11-26 10:32:09.996-07,Beacon Hill,South Station,33.00,1.00,Black SUV,163808
2.79,2018-11-26 22:33:22.323-07,Beacon Hill,Boston University,,1.00,Taxi,163823
2.79,2018-11-26 22:33:22.323-07,Beacon Hill,Boston University,30.50,1.00,Black SUV,163824
2.79,2018-11-26 22:33:22.323-07,Beacon Hill,Boston University,23.00,1.00,Black,163825
2.79,2018-11-26 22:33:22.323-07,Beacon Hill,Boston University,9.50,1.00,UberX,163826
2.79,2018-11-26 22:33:22.323-07,Beacon Hill,Boston University,9.50,1.00,WAV,163827
1.21,2018-11-26 18:30:22.132-07,North End,Financial District,16.00,1.00,Black,164014
1.21,2018-11-26 18:30:22.132-07,North End,Financial District,,1.00,Taxi,164015
